Timestamp,Total_Vehicles,Cars,Trucks,Buses,Bicycles,Motorbikes,FPS
2025-03-19 19:18:35,0,0,0,0,0,0,0.73
2025-03-19 19:18:37,0,0,0,0,0,0,1.16
2025-03-19 19:18:37,0,0,0,0,0,0,1.69
2025-03-19 19:18:38,0,0,0,0,0,0,2.06
2025-03-19 19:18:38,0,0,0,0,0,0,1.99
2025-03-19 19:18:39,0,0,0,0,0,0,2.06
2025-03-19 19:18:40,0,0,0,0,0,0,1.82
2025-03-19 19:18:40,0,0,0,0,0,0,1.84
2025-03-19 19:18:41,0,0,0,0,0,0,1.81
2025-03-19 19:18:42,0,0,0,0,0,0,2.06
2025-03-19 19:18:42,0,0,0,0,0,0,1.93
2025-03-19 19:18:43,0,0,0,0,0,0,2.08
2025-03-19 19:18:43,0,0,0,0,0,0,2.07
2025-03-19 19:18:44,0,0,0,0,0,0,2.03
2025-03-19 19:18:45,0,0,0,0,0,0,2.09
2025-03-19 19:18:45,0,0,0,0,0,0,1.7
2025-03-19 19:18:46,0,0,0,0,0,0,2.04
2025-03-19 19:18:46,0,0,0,0,0,0,2.03
2025-03-19 19:18:47,0,0,0,0,0,0,2.05
2025-03-19 19:18:48,0,0,0,0,0,0,2.05
2025-03-19 19:18:48,0,0,0,0,0,0,2.09
2025-03-19 19:18:49,0,0,0,0,0,0,2.04
2025-03-19 19:18:49,0,0,0,0,0,0,2.03
2025-03-19 19:18:50,0,0,0,0,0,0,2.03
2025-03-19 19:18:51,0,0,0,0,0,0,2.03
2025-03-19 19:18:51,0,0,0,0,0,0,1.9
2025-03-19 19:18:52,0,0,0,0,0,0,1.84
2025-03-19 19:18:53,0,0,0,0,0,0,1.68
2025-03-19 19:18:53,0,0,0,0,0,0,1.98
2025-03-19 19:18:54,0,0,0,0,0,0,2.08
2025-03-19 19:18:54,0,0,0,0,0,0,1.98
2025-03-19 19:18:55,0,0,0,0,0,0,2.01
2025-03-19 19:18:56,0,0,0,0,0,0,2.01
2025-03-19 19:18:56,0,0,0,0,0,0,2.05
2025-03-19 19:18:57,0,0,0,0,0,0,2.05
2025-03-19 19:18:57,0,0,0,0,0,0,1.97
2025-03-19 19:18:58,0,0,0,0,0,0,2.06
2025-03-19 19:18:59,0,0,0,0,0,0,2.05
2025-03-19 19:18:59,0,0,0,0,0,0,1.97
2025-03-19 19:19:00,0,0,0,0,0,0,2.1
2025-03-19 19:19:00,0,0,0,0,0,0,2.09
2025-03-19 19:19:01,0,0,0,0,0,0,2.06
2025-03-19 19:19:02,1,0,1,0,0,0,2.0
2025-03-19 19:19:02,0,0,0,0,0,0,2.02
2025-03-19 19:19:03,1,0,0,1,0,0,1.96
2025-03-19 19:19:04,0,0,0,0,0,0,1.74
2025-03-19 19:19:04,1,0,0,1,0,0,1.93
2025-03-19 19:19:05,1,0,0,1,0,0,1.96
2025-03-19 19:19:05,0,0,0,0,0,0,2.02
2025-03-19 19:19:06,0,0,0,0,0,0,2.0
2025-03-19 19:19:07,0,0,0,0,0,0,2.09
2025-03-19 19:19:07,0,0,0,0,0,0,2.1
2025-03-19 19:19:08,1,0,0,1,0,0,2.04
2025-03-19 19:19:08,1,0,0,1,0,0,1.96
2025-03-19 19:19:09,1,0,0,1,0,0,2.01
2025-03-19 19:19:10,0,0,0,0,0,0,2.03
2025-03-19 19:19:10,1,0,0,1,0,0,2.05
2025-03-19 19:19:11,1,0,0,1,0,0,1.97
2025-03-19 19:19:11,0,0,0,0,0,0,1.99
2025-03-19 19:19:12,1,0,0,1,0,0,2.05
2025-03-19 19:19:13,0,0,0,0,0,0,2.0
2025-03-19 19:19:13,1,0,0,1,0,0,2.01
2025-03-19 19:19:14,1,0,0,1,0,0,2.02
2025-03-19 19:19:15,1,0,0,1,0,0,1.64
