Timestamp,Total_Vehicles,Cars,Trucks,Buses,Bicycles,Motorbikes,FPS
2025-03-19 19:30:20,0,0,0,0,0,0,0.65
2025-03-19 19:30:21,0,0,0,0,0,0,1.2
2025-03-19 19:30:22,0,0,0,0,0,0,1.92
2025-03-19 19:30:22,0,0,0,0,0,0,1.99
2025-03-19 19:30:23,0,0,0,0,0,0,2.0
2025-03-19 19:30:24,0,0,0,0,0,0,1.73
2025-03-19 19:30:25,0,0,0,0,0,0,1.13
2025-03-19 19:30:25,0,0,0,0,0,0,2.01
2025-03-19 19:30:26,0,0,0,0,0,0,1.97
2025-03-19 19:30:26,0,0,0,0,0,0,2.08
2025-03-19 19:30:27,0,0,0,0,0,0,1.98
2025-03-19 19:30:28,0,0,0,0,0,0,2.08
2025-03-19 19:30:28,0,0,0,0,0,0,2.03
2025-03-19 19:30:29,0,0,0,0,0,0,2.08
2025-03-19 19:30:29,0,0,0,0,0,0,2.01
2025-03-19 19:30:30,0,0,0,0,0,0,2.01
2025-03-19 19:30:31,0,0,0,0,0,0,2.06
2025-03-19 19:30:31,0,0,0,0,0,0,2.04
2025-03-19 19:30:32,0,0,0,0,0,0,1.98
2025-03-19 19:30:32,0,0,0,0,0,0,2.06
2025-03-19 19:30:33,0,0,0,0,0,0,1.96
2025-03-19 19:30:34,0,0,0,0,0,0,2.01
2025-03-19 19:30:34,0,0,0,0,0,0,2.03
2025-03-19 19:30:35,0,0,0,0,0,0,1.8
2025-03-19 19:30:36,0,0,0,0,0,0,1.82
2025-03-19 19:30:36,0,0,0,0,0,0,1.95
2025-03-19 19:30:37,0,0,0,0,0,0,2.05
2025-03-19 19:30:37,0,0,0,0,0,0,2.03
2025-03-19 19:30:38,0,0,0,0,0,0,2.03
2025-03-19 19:30:39,0,0,0,0,0,0,1.98
2025-03-19 19:30:39,0,0,0,0,0,0,2.1
2025-03-19 19:30:40,0,0,0,0,0,0,1.96
2025-03-19 19:30:41,0,0,0,0,0,0,1.09
2025-03-19 19:30:41,0,0,0,0,0,0,1.87
2025-03-19 19:30:42,0,0,0,0,0,0,2.03
2025-03-19 19:30:43,0,0,0,0,0,0,2.0
2025-03-19 19:30:43,0,0,0,0,0,0,1.98
2025-03-19 19:30:44,0,0,0,0,0,0,2.09
2025-03-19 19:30:44,1,0,0,1,0,0,2.02
2025-03-19 19:30:45,0,0,0,0,0,0,1.99
2025-03-19 19:30:46,0,0,0,0,0,0,2.06
2025-03-19 19:30:46,0,0,0,0,0,0,1.87
2025-03-19 19:30:47,0,0,0,0,0,0,1.77
2025-03-19 19:30:48,0,0,0,0,0,0,1.84
2025-03-19 19:30:48,0,0,0,0,0,0,2.04
2025-03-19 19:30:49,0,0,0,0,0,0,2.02
2025-03-19 19:30:49,0,0,0,0,0,0,2.05
2025-03-19 19:30:50,0,0,0,0,0,0,1.94
2025-03-19 19:30:51,0,0,0,0,0,0,2.01
2025-03-19 19:30:51,0,0,0,0,0,0,2.06
2025-03-19 19:30:52,0,0,0,0,0,0,2.01
2025-03-19 19:30:52,0,0,0,0,0,0,1.98
2025-03-19 19:30:53,0,0,0,0,0,0,2.01
2025-03-19 19:30:54,0,0,0,0,0,0,2.0
2025-03-19 19:30:54,0,0,0,0,0,0,1.99
2025-03-19 19:30:55,1,0,0,1,0,0,2.07
2025-03-19 19:30:55,1,0,0,1,0,0,2.0
2025-03-19 19:30:56,1,0,0,1,0,0,1.97
2025-03-19 19:30:57,1,0,0,1,0,0,1.94
2025-03-19 19:30:57,0,0,0,0,0,0,2.05
2025-03-19 19:30:58,0,0,0,0,0,0,1.89
2025-03-19 19:30:59,0,0,0,0,0,0,1.89
2025-03-19 19:30:59,0,0,0,0,0,0,1.92
2025-03-19 19:31:00,0,0,0,0,0,0,2.08
2025-03-19 19:31:00,0,0,0,0,0,0,2.01
2025-03-19 19:31:01,0,0,0,0,0,0,1.99
2025-03-19 19:31:02,0,0,0,0,0,0,2.01
2025-03-19 19:31:02,0,0,0,0,0,0,1.99
2025-03-19 19:31:03,0,0,0,0,0,0,2.0
2025-03-19 19:31:03,0,0,0,0,0,0,2.02
2025-03-19 19:31:04,0,0,0,0,0,0,2.07
2025-03-19 19:31:05,0,0,0,0,0,0,2.02
2025-03-19 19:31:05,0,0,0,0,0,0,2.0
2025-03-19 19:31:06,0,0,0,0,0,0,2.06
2025-03-19 19:31:06,0,0,0,0,0,0,2.02
2025-03-19 19:31:07,0,0,0,0,0,0,2.06
2025-03-19 19:31:08,0,0,0,0,0,0,2.01
2025-03-19 19:31:08,0,0,0,0,0,0,1.98
2025-03-19 19:31:09,0,0,0,0,0,0,2.0
2025-03-19 19:31:10,0,0,0,0,0,0,1.86
2025-03-19 19:31:10,0,0,0,0,0,0,1.8
2025-03-19 19:31:11,0,0,0,0,0,0,2.01
2025-03-19 19:31:11,0,0,0,0,0,0,2.06
2025-03-19 19:31:12,0,0,0,0,0,0,1.93
2025-03-19 19:31:13,0,0,0,0,0,0,2.06
2025-03-19 19:31:13,0,0,0,0,0,0,2.05
2025-03-19 19:31:14,0,0,0,0,0,0,2.02
2025-03-19 19:31:14,0,0,0,0,0,0,2.0
2025-03-19 19:31:15,0,0,0,0,0,0,2.04
2025-03-19 19:31:16,0,0,0,0,0,0,1.6
2025-03-19 19:31:16,0,0,0,0,0,0,2.1
2025-03-19 19:31:17,0,0,0,0,0,0,2.07
2025-03-19 19:31:18,0,0,0,0,0,0,2.04
2025-03-19 19:31:18,0,0,0,0,0,0,2.03
2025-03-19 19:31:19,0,0,0,0,0,0,1.99
2025-03-19 19:31:19,0,0,0,0,0,0,2.06
2025-03-19 19:31:20,0,0,0,0,0,0,1.92
2025-03-19 19:31:21,0,0,0,0,0,0,2.02
2025-03-19 19:31:21,0,0,0,0,0,0,1.8
2025-03-19 19:31:22,0,0,0,0,0,0,1.88
2025-03-19 19:31:22,0,0,0,0,0,0,2.01
2025-03-19 19:31:23,0,0,0,0,0,0,2.04
